genus,species,specimen,individual,counter,bud,flwr,immFrt,fillFrt,infFrt,unfFrt,infFlwr,infImmFrt,infBud,unkRepStr,initials,entire_plant_confidence,early_herbivory,late_herbivory,number_repro_branches,stem_diam_cm,folder,day,month,year,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,maximumElevationInMeters
s,glandulosus,C87144,5,IRC,6,1,0,0,0,0,0,0,1,3,irc,yes_roots,no,no,2,0.173,s_glandulosus,29,5,1948,36.366599,-121.544092,500,550,820
s,glandulosus,C87145,1,IRC,2,4,0,4,0,0,0,0,0,4,irc,yes_roots,no,no,1,0.183,s_glandulosus,26,5,1942,36.379055,-121.555441,600,513,640
s,glandulosus,C87145,2,IRC,4,11,5,4,0,0,0,0,0,0,irc,yes_assumed,no,no,3,0.179,s_glandulosus,26,5,1942,36.379055,-121.555441,600,513,640
s,glandulosus,C87146,1,IRC,34,9,2,0,0,0,0,0,0,0,irc,yes_roots,yes,no,4,0.274,s_glandulosus,13,5,1920,36.193261,-121.699285,500,500,700
s,glandulosus,C87146,2,IRC,47,11,0,0,0,0,0,0,0,0,irc,yes_roots,yes,no,5,0.357,s_glandulosus,13,5,1920,36.193261,-121.699285,500,500,700
s,glandulosus,C87147,1,IRC,22,11,6,7,0,0,1,0,0,1,irc,yes_roots,no,no,3,0.367,s_glandulosus,17,6,1954,37.107741,-121.838063,1000,899,NA
s,glandulosus,C87149,1,IRC,3,0,0,0,0,0,0,0,0,4,irc,yes_assumed,no,no,1,0.173,s_glandulosus,10,5,1970,35.803572,-121.298457,2000,300,470
s,glandulosus,C87149,2,IRC,1,6,3,2,1,0,0,0,0,0,irc,yes_roots,no,no,1,0.149,s_glandulosus,10,5,1970,35.803572,-121.298457,2000,300,470
s,glandulosus,C87149,3,IRC,1,3,2,0,0,0,0,0,0,0,irc,yes_assumed,no,no,1,0.085,s_glandulosus,10,5,1970,35.803572,-121.298457,2000,300,470
s,glandulosus,C87150,1,IRC,1,6,2,0,0,0,0,0,0,2,irc,yes_roots,no,no,1,0.155,s_glandulosus,26,5,1982,36.06211,-121.549281,1000,853,NA
s,glandulosus,C87150,2,IRC,3,4,5,2,0,0,0,0,0,3,irc,yes_roots,no,no,1,0.153,s_glandulosus,26,5,1982,36.06211,-121.549281,1000,853,NA
s,glandulosus,C87150,3,IRC,4,6,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.133,s_glandulosus,26,5,1982,36.06211,-121.549281,1000,853,NA
s,glandulosus,C87150,4,IRC,29,10,0,0,0,0,2,0,0,2,irc,yes_roots,no,no,3,0.259,s_glandulosus,26,5,1982,36.06211,-121.549281,1000,853,NA
s,glandulosus,C87150,5,IRC,3,6,2,2,0,0,1,0,0,0,irc,yes_roots,no,no,1,0.147,s_glandulosus,26,5,1982,36.06211,-121.549281,1000,853,NA
s,glandulosus,C87151,1,IRC,12,14,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,3,0.342,s_glandulosus,3,4,1931,38.612542,-122.319587,2000,130,NA
s,glandulosus,C87151,2,IRC,20,10,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,4,0.164,s_glandulosus,3,4,1931,38.612542,-122.319587,2000,130,NA
s,glandulosus,C87152,1,IRC,55,49,8,0,0,0,0,0,0,0,irc,yes_roots,no,no,4,0.271,s_glandulosus,19,4,1931,38.5065,-122.3999,5000,99,180
s,glandulosus,C87152,2,IRC,34,28,3,0,0,0,0,0,0,0,irc,yes_roots,no,no,5,0.334,s_glandulosus,19,4,1931,38.5065,-122.3999,5000,99,180
s,glandulosus,C87152,3,IRC,5,8,6,2,0,0,0,0,0,0,irc,yes_roots,no,no,2,0.249,s_glandulosus,19,4,1931,38.5065,-122.3999,5000,99,180
s,glandulosus,C87153,1,IRC,2,4,2,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.093,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87153,2,IRC,1,4,3,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.114,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87153,3,IRC,3,4,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.109,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87153,4,IRC,2,7,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.15,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87153,5,IRC,7,6,1,0,0,0,0,0,0,1,irc,yes_roots,no,no,1,0.125,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87153,6,IRC,9,9,2,0,0,0,0,0,0,4,irc,yes_roots,no,no,3,0.154,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87154,1,IRC,6,22,5,4,0,0,0,0,0,0,irc,yes_roots,no,no,4,0.183,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87154,2,IRC,2,4,0,0,0,0,1,0,0,0,irc,yes_roots,no,no,1,0.14,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87154,3,IRC,1,3,3,2,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.115,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87154,4,IRC,4,3,2,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.097,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87154,5,IRC,11,15,7,0,0,0,0,0,0,2,irc,yes_roots,no,no,5,0.172,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87154,6,IRC,2,5,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.117,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87154,7,IRC,2,5,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.129,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87154,8,IRC,4,7,7,5,0,0,0,0,0,0,irc,unsure,no,no,3,0.162,s_glandulosus,19,5,1940,38.674998,-122.591199,2600,385,517
s,glandulosus,C87155,1,IRC,2,0,16,0,0,0,0,0,0,6,irc,yes_roots,no,no,7,0.223,s_glandulosus,22,6,1941,38.478369,-122.503174,2500,450,540
s,glandulosus,C87155,2,IRC,1,0,9,0,1,0,0,0,0,2,irc,yes_roots,no,no,3,0.199,s_glandulosus,22,6,1941,38.478369,-122.503174,2500,450,540
s,glandulosus,C87155,3,IRC,0,0,11,6,0,1,0,0,0,13,irc,yes_roots,no,no,5,0.256,s_glandulosus,22,6,1941,38.478369,-122.503174,2500,450,540
s,glandulosus,C87156,1,IRC,3,3,3,0,0,0,1,0,0,1,irc,yes_roots,no,no,1,0.173,s_glandulosus,3,4,1931,38.612542,-122.319587,2000,130,NA
s,glandulosus,C87156,2,IRC,12,17,4,2,0,0,0,0,1,0,irc,yes_roots,no,no,3,0.297,s_glandulosus,3,4,1931,38.612542,-122.319587,2000,130,NA
s,glandulosus,C87158,1,IRC,32,21,6,0,0,0,0,0,1,0,irc,yes_roots,no,no,4,0.33,s_glandulosus,29,5,1933,38.647046,-122.366185,100,171,NA
s,glandulosus,C87158,2,IRC,7,14,5,0,0,0,0,0,0,0,irc,yes_roots,no,no,3,0.21,s_glandulosus,29,5,1933,38.647046,-122.366185,100,171,NA
s,glandulosus,C87158,3,IRC,9,3,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,3,0.18,s_glandulosus,29,5,1933,38.647046,-122.366185,100,171,NA
s,glandulosus,C87159,1,IRC,28,9,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,5,0.196,s_glandulosus,19,4,1958,38.413742,-122.411233,1000,152,NA
s,glandulosus,C87159,2,IRC,9,17,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,5,0.182,s_glandulosus,19,4,1958,38.413742,-122.411233,1000,152,NA
s,glandulosus,C87159,3,IRC,2,2,4,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.145,s_glandulosus,19,4,1958,38.413742,-122.411233,1000,152,NA
s,glandulosus,C87159,4,IRC,3,2,3,2,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.143,s_glandulosus,19,4,1958,38.413742,-122.411233,1000,152,NA
s,glandulosus,C87160,1,IRC,1,1,4,0,0,0,0,0,0,1,irc,yes_roots,no,no,1,0.103,s_glandulosus,21,5,1955,38.35333333,-122.2216667,1000,244,274
s,glandulosus,C87160,2,IRC,1,3,3,2,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.106,s_glandulosus,21,5,1955,38.35333333,-122.2216667,1000,244,274
s,glandulosus,C87160,3,IRC,2,5,3,2,0,0,0,0,0,0,irc,yes_roots,no,no,3,0.124,s_glandulosus,21,5,1955,38.35333333,-122.2216667,1000,244,274
s,glandulosus,C87160,4,IRC,0,3,1,1,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.112,s_glandulosus,21,5,1955,38.35333333,-122.2216667,1000,244,274
s,glandulosus,C87160,5,IRC,1,1,3,2,0,0,0,0,0,0,irc,yes_roots,no,no,2,0.086,s_glandulosus,21,5,1955,38.35333333,-122.2216667,1000,244,274
s,glandulosus,C87160,6,IRC,3,1,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.077,s_glandulosus,21,5,1955,38.35333333,-122.2216667,1000,244,274
s,glandulosus,C87160,7,IRC,2,1,3,7,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.124,s_glandulosus,21,5,1955,38.35333333,-122.2216667,1000,244,274
s,glandulosus,C87160,8,IRC,1,2,2,4,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.088,s_glandulosus,21,5,1955,38.35333333,-122.2216667,1000,244,274
s,glandulosus,C87160,9,IRC,3,2,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.074,s_glandulosus,21,5,1955,38.35333333,-122.2216667,1000,244,274
s,glandulosus,C87161,1,IRC,48,8,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,7,0.486,s_glandulosus,19,4,1970,38.651362,-122.36144,200,274,320
s,glandulosus,C87162,1,IRC,2,5,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.129,s_glandulosus,7,4,1968,38.646474,-122.343894,1500,150,300
s,glandulosus,C87162,2,IRC,3,2,0,0,0,0,0,0,0,1,irc,yes_roots,no,no,1,0.101,s_glandulosus,7,4,1968,38.646474,-122.343894,1500,150,300
s,glandulosus,C87162,3,IRC,4,2,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.139,s_glandulosus,7,4,1968,38.646474,-122.343894,1500,150,300
s,glandulosus,C87162,4,IRC,3,0,2,0,0,0,0,0,0,4,irc,yes_roots,no,no,1,0.141,s_glandulosus,7,4,1968,38.646474,-122.343894,1500,150,300
s,glandulosus,C87162,5,IRC,1,1,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.088,s_glandulosus,7,4,1968,38.646474,-122.343894,1500,150,300
s,glandulosus,C87162,6,IRC,11,4,2,0,0,0,0,1,1,0,irc,yes_roots,no,no,3,0.203,s_glandulosus,7,4,1968,38.646474,-122.343894,1500,150,300
s,glandulosus,C87162,7,IRC,0,1,3,0,0,0,0,0,0,3,irc,yes_roots,no,no,1,0.127,s_glandulosus,7,4,1968,38.646474,-122.343894,1500,150,300
s,glandulosus,C87162,8,IRC,4,3,1,0,0,0,1,0,0,0,irc,yes_roots,no,no,1,0.138,s_glandulosus,7,4,1968,38.646474,-122.343894,1500,150,300
s,glandulosus,C87162,9,IRC,4,3,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,2,0.129,s_glandulosus,7,4,1968,38.646474,-122.343894,1500,150,300
s,glandulosus,C87163,1,IRC,2,0,2,3,0,0,0,0,0,2,irc,yes_roots,yes,no,2,0.122,s_glandulosus,6,6,1915,38.6695,-122.6335,700,1232,1319
s,glandulosus,C87163,2,IRC,2,4,13,7,0,0,0,1,0,1,irc,yes_roots,no,no,3,0.195,s_glandulosus,6,6,1915,38.6695,-122.6335,700,1232,1319
s,glandulosus,C87163,3,IRC,1,3,2,5,0,0,0,1,0,1,irc,yes_roots,no,no,1,0.163,s_glandulosus,6,6,1915,38.6695,-122.6335,700,1232,1319
s,glandulosus,C87163,4,IRC,1,7,4,1,0,0,0,0,0,1,irc,yes_roots,yes,no,4,0.112,s_glandulosus,6,6,1915,38.6695,-122.6335,700,1232,1319
s,glandulosus,C87163,5,IRC,1,4,10,0,0,0,0,0,0,4,irc,yes_roots,yes,no,3,0.235,s_glandulosus,6,6,1915,38.6695,-122.6335,700,1232,1319
s,glandulosus,C87165,1,IRC,7,3,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,2,0.248,s_glandulosus,30,4,1954,38.480125,-122.350713,100,91,NA
s,glandulosus,C87165,2,IRC,7,5,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.151,s_glandulosus,30,4,1954,38.480125,-122.350713,100,91,NA
s,glandulosus,C87165,3,IRC,7,3,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.104,s_glandulosus,30,4,1954,38.480125,-122.350713,100,91,NA
s,glandulosus,C87165,4,IRC,6,4,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.16,s_glandulosus,30,4,1954,38.480125,-122.350713,100,91,NA
s,glandulosus,C87165,5,IRC,5,2,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.136,s_glandulosus,30,4,1954,38.480125,-122.350713,100,91,NA
s,glandulosus,C87165,6,IRC,3,6,0,0,0,0,0,0,1,0,irc,yes_roots,no,no,1,0.141,s_glandulosus,30,4,1954,38.480125,-122.350713,100,91,NA
s,glandulosus,C87165,7,IRC,31,23,4,0,0,0,0,0,0,5,irc,yes_roots,yes,no,4,0.322,s_glandulosus,30,4,1954,38.480125,-122.350713,100,91,NA
s,glandulosus,C87166,1,IRC,9,4,2,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.221,s_glandulosus,19,4,1953,38.608702,-122.315646,100,137,193
s,glandulosus,C87166,2,IRC,6,4,2,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.231,s_glandulosus,19,4,1953,38.608702,-122.315646,100,137,193
s,glandulosus,C87166,3,IRC,4,2,7,8,0,0,0,0,0,1,irc,yes_roots,no,no,1,0.201,s_glandulosus,19,4,1953,38.608702,-122.315646,100,137,193
s,glandulosus,C87167,1,IRC,15,8,3,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.214,s_glandulosus,NA,4,1953,38.264162,-122.214845,3000,300,500
s,glandulosus,C87167,2,IRC,6,4,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.165,s_glandulosus,NA,4,1953,38.264162,-122.214845,3000,300,500
s,glandulosus,C87167,3,IRC,15,3,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,3,0.158,s_glandulosus,NA,4,1953,38.264162,-122.214845,3000,300,500
s,glandulosus,C87167,4,IRC,21,3,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,4,0.206,s_glandulosus,NA,4,1953,38.264162,-122.214845,3000,300,500
s,glandulosus,C87168,1,IRC,48,7,1,0,0,0,0,0,0,1,irc,yes_assumed,no,no,5,0.256,s_glandulosus,23,4,1933,36.479334,-121.178851,5000,300,600
s,glandulosus,C87168,2,IRC,30,7,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,4,0.208,s_glandulosus,23,4,1933,36.479334,-121.178851,5000,300,600
s,glandulosus,C87169,1,IRC,15,1,3,0,0,0,0,0,0,0,irc,yes_roots,no,no,4,0.221,s_glandulosus,19,5,1937,36.479334,-121.178851,5000,300,600
s,glandulosus,C87169,2,IRC,0,1,1,0,0,0,0,0,0,3,irc,yes_assumed,no,no,1,0.068,s_glandulosus,19,5,1937,36.479334,-121.178851,5000,300,600
s,glandulosus,C87169,3,IRC,4,5,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.105,s_glandulosus,19,5,1937,36.479334,-121.178851,5000,300,600
s,glandulosus,C87169,4,IRC,35,23,2,0,0,0,1,0,0,0,irc,yes_roots,yes,no,5,0.229,s_glandulosus,19,5,1937,36.479334,-121.178851,5000,300,600
s,glandulosus,C87170,1,IRC,11,11,16,6,1,0,0,0,0,0,irc,yes_roots,no,no,4,0.253,s_glandulosus,19,5,1937,36.479334,-121.178851,5000,300,600
s,glandulosus,C87170,2,IRC,12,14,16,0,0,0,0,0,0,5,irc,yes_roots,no,no,2,0.253,s_glandulosus,19,5,1937,36.479334,-121.178851,5000,300,600
s,glandulosus,C87172,1,IRC,35,6,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,7,0.288,s_glandulosus,23,4,1973,36.487018,-121.194525,4000,381,686
s,glandulosus,C87172,2,IRC,18,8,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,5,0.26,s_glandulosus,23,4,1973,36.487018,-121.194525,4000,381,686
s,glandulosus,C87172,3,IRC,30,9,0,0,0,0,0,0,0,1,irc,yes_assumed,no,no,3,0.224,s_glandulosus,23,4,1973,36.487018,-121.194525,4000,381,686
s,glandulosus,C87172,4,IRC,14,3,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,2,0.215,s_glandulosus,23,4,1973,36.487018,-121.194525,4000,381,686
s,glandulosus,C87174,1,IRC,1,2,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.076,s_glandulosus,26,4,1949,35.307205,-120.656628,500,98,300
s,glandulosus,C87174,2,IRC,0,3,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,1,0.095,s_glandulosus,26,4,1949,35.307205,-120.656628,500,98,300
s,glandulosus,C87174,3,IRC,15,17,4,1,0,0,0,1,0,0,irc,yes_roots,no,no,3,0.337,s_glandulosus,26,4,1949,35.307205,-120.656628,500,98,300
s,glandulosus,C87174,4,IRC,4,7,2,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.25,s_glandulosus,26,4,1949,35.307205,-120.656628,500,98,300
s,glandulosus,C87174,5,IRC,5,6,0,0,0,0,0,0,1,0,irc,yes_roots,no,no,1,0.212,s_glandulosus,26,4,1949,35.307205,-120.656628,500,98,300
s,glandulosus,C87174,6,IRC,5,11,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.142,s_glandulosus,26,4,1949,35.307205,-120.656628,500,98,300
s,glandulosus,C87174,7,IRC,1,3,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.089,s_glandulosus,26,4,1949,35.307205,-120.656628,500,98,300
s,glandulosus,C87175,1,IRC,2,4,2,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.149,s_glandulosus,26,4,1949,35.307205,-120.656628,500,98,300
s,glandulosus,C87175,2,IRC,11,11,1,0,0,0,0,0,0,0,irc,yes_assumed,no,no,3,0.145,s_glandulosus,26,4,1949,35.307205,-120.656628,500,98,300
s,glandulosus,C87175,3,IRC,16,15,0,0,0,0,0,0,0,2,irc,yes_roots,no,no,4,0.189,s_glandulosus,26,4,1949,35.307205,-120.656628,500,98,300
s,glandulosus,C87176,1,IRC,17,2,2,0,0,0,1,0,1,4,irc,yes_roots,no,no,1,0.246,s_glandulosus,19,5,1949,35.594282,-121.114334,1000,0,70
s,glandulosus,C87176,2,IRC,6,2,0,0,0,0,0,0,1,0,irc,yes_roots,no,no,1,0.203,s_glandulosus,19,5,1949,35.594282,-121.114334,1000,0,70
s,glandulosus,C87176,3,IRC,12,22,5,4,0,2,1,0,0,2,irc,yes_roots,no,no,4,0.384,s_glandulosus,19,5,1949,35.594282,-121.114334,1000,0,70
s,glandulosus,C87176,4,IRC,27,8,4,0,0,0,2,0,0,0,irc,yes_roots,no,no,2,0.301,s_glandulosus,19,5,1949,35.594282,-121.114334,1000,0,70
s,glandulosus,C87177,1,IRC,9,5,0,0,0,0,0,0,1,0,irc,yes_roots,no,no,1,0.201,s_glandulosus,14,4,1967,35.315413,-120.656997,500,143,343
s,glandulosus,C87177,2,IRC,9,9,4,2,0,0,1,0,0,0,irc,yes_roots,no,no,2,0.217,s_glandulosus,14,4,1967,35.315413,-120.656997,500,143,343
s,glandulosus,C87177,3,IRC,13,8,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.216,s_glandulosus,14,4,1967,35.315413,-120.656997,500,143,343
s,glandulosus,C87177,4,IRC,25,8,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,4,0.265,s_glandulosus,14,4,1967,35.315413,-120.656997,500,143,343
s,glandulosus,C87180,1,IRC,42,27,4,3,0,0,0,1,0,4,irc,yes_roots,no,no,5,0.441,s_glandulosus,13,4,1946,35.550318,-120.940408,2000,335,NA
s,glandulosus,C87181,1,IRC,95,19,0,0,0,0,0,0,2,4,irc,yes_roots,no,no,7,0.563,s_glandulosus,13,4,1946,35.550318,-120.940408,2000,335,NA
s,glandulosus,C87182,1,IRC,8,9,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,1,0.169,s_glandulosus,4,4,1956,35.535121,-120.859597,200,390,425
s,glandulosus,C87182,2,IRC,8,5,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,1,0.209,s_glandulosus,4,4,1956,35.535121,-120.859597,200,390,425
s,glandulosus,C87182,3,IRC,25,8,0,0,0,0,1,0,0,1,irc,yes_assumed,no,no,3,0.273,s_glandulosus,4,4,1956,35.535121,-120.859597,200,390,425
s,glandulosus,C87182,4,IRC,5,13,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,2,0.233,s_glandulosus,4,4,1956,35.535121,-120.859597,200,390,425
s,glandulosus,C87183,1,IRC,22,4,1,0,0,0,1,0,0,2,irc,yes_roots,no,no,3,0.185,s_glandulosus,26,4,1956,35.535121,-120.859597,200,390,425
s,glandulosus,C87183,2,IRC,30,3,0,0,0,0,1,0,0,0,irc,yes_roots,no,no,4,0.204,s_glandulosus,26,4,1956,35.535121,-120.859597,200,390,425
s,glandulosus,C87183,3,IRC,9,5,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.147,s_glandulosus,26,4,1956,35.535121,-120.859597,200,390,425
s,glandulosus,C87183,4,IRC,3,8,1,0,0,0,0,0,1,0,irc,yes_roots,no,no,1,0.191,s_glandulosus,26,4,1956,35.535121,-120.859597,200,390,425
s,glandulosus,C87184,1,IRC,6,4,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.128,s_glandulosus,30,5,1956,35.535121,-120.859597,200,390,425
s,glandulosus,C87184,2,IRC,5,7,4,6,0,0,0,0,0,1,irc,yes_roots,no,no,2,0.21,s_glandulosus,30,5,1956,35.535121,-120.859597,200,390,425
s,glandulosus,C87185,1,IRC,12,29,19,6,0,0,1,0,0,1,irc,yes_roots,no,no,8,0.408,s_glandulosus,7,5,1936,35.301265,-120.637673,2000,85,300
s,glandulosus,C87185,2,IRC,0,0,11,23,0,1,0,0,0,18,irc,yes_roots,no,no,5,0.315,s_glandulosus,7,5,1936,35.301265,-120.637673,2000,85,300
s,glandulosus,C87188,1,IRC,8,2,10,0,0,0,0,0,0,1,irc,yes_assumed,no,no,3,0.197,s_glandulosus,NA,5,1937,35.428467,-120.75896,5000,87,675
s,glandulosus,C87188,2,IRC,0,0,6,0,0,0,0,0,0,2,irc,yes_assumed,no,no,1,0.137,s_glandulosus,NA,5,1937,35.428467,-120.75896,5000,87,675
s,glandulosus,C87190,1,IRC,12,8,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,2,0.305,s_glandulosus,2,5,1954,35.557329,-120.833431,2000,330,586
s,glandulosus,C87190,2,IRC,2,6,5,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.203,s_glandulosus,2,5,1954,35.557329,-120.833431,2000,330,586
s,glandulosus,C87190,3,IRC,1,2,2,0,0,0,0,0,0,1,irc,yes_roots,no,no,1,0.092,s_glandulosus,2,5,1954,35.557329,-120.833431,2000,330,586
s,glandulosus,C87190,4,IRC,9,14,11,6,0,0,0,0,0,0,irc,yes_roots,no,no,3,0.334,s_glandulosus,2,5,1954,35.557329,-120.833431,2000,330,586
s,glandulosus,C87190,5,IRC,3,5,2,0,0,0,0,0,0,0,irc,yes_assumed,no,no,1,0.113,s_glandulosus,2,5,1954,35.557329,-120.833431,2000,330,586
s,glandulosus,C87190,6,IRC,0,8,6,0,0,0,1,0,0,0,irc,yes_roots,no,no,1,0.235,s_glandulosus,2,5,1954,35.557329,-120.833431,2000,330,586
s,glandulosus,C87192,1,IRC,6,5,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.162,s_glandulosus,14,4,1961,35.543099,-120.90354,2000,210,525
s,glandulosus,C87192,2,IRC,6,5,2,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.157,s_glandulosus,14,4,1961,35.543099,-120.90354,2000,210,525
s,glandulosus,C87192,3,IRC,8,3,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.149,s_glandulosus,14,4,1961,35.543099,-120.90354,2000,210,525
s,glandulosus,C87192,4,IRC,22,13,7,0,0,0,0,0,0,0,irc,yes_roots,no,no,3,0.311,s_glandulosus,14,4,1961,35.543099,-120.90354,2000,210,525
s,glandulosus,C87200,1,IRC,12,13,3,2,1,0,0,0,0,0,irc,yes_roots,no,no,3,0.156,s_glandulosus,23,4,1899,37.410936,-122.089894,10000,10,25
s,glandulosus,C87200,2,IRC,11,8,4,1,0,0,0,0,0,0,irc,yes_roots,no,no,4,0.15,s_glandulosus,23,4,1899,37.410936,-122.089894,10000,10,25
s,glandulosus,C87200,3,IRC,8,5,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,3,0.175,s_glandulosus,23,4,1899,37.410936,-122.089894,10000,10,25
s,glandulosus,C87200,4,IRC,1,4,1,0,0,0,0,0,0,0,irc,yes_assumed,no,no,1,0.172,s_glandulosus,23,4,1899,37.410936,-122.089894,10000,10,25
s,glandulosus,C87201,1,IRC,20,23,1,0,0,0,0,0,0,2,irc,yes_roots,no,no,3,0.229,s_glandulosus,21,4,1954,37.21666667,-121.9333333,1000,259,NA
s,glandulosus,C87201,2,IRC,6,16,6,2,0,0,0,0,0,1,irc,yes_roots,no,no,4,0.212,s_glandulosus,21,4,1954,37.21666667,-121.9333333,1000,259,NA
s,glandulosus,C87201,3,IRC,7,5,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.208,s_glandulosus,21,4,1954,37.21666667,-121.9333333,1000,259,NA
s,glandulosus,C87202,1,IRC,3,6,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.155,s_glandulosus,30,4,1954,37.25333333,-122.05,1000,244,NA
s,glandulosus,C87202,2,IRC,8,12,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.164,s_glandulosus,30,4,1954,37.25333333,-122.05,1000,244,NA
s,glandulosus,C87202,3,IRC,1,5,1,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.116,s_glandulosus,30,4,1954,37.25333333,-122.05,1000,244,NA
s,glandulosus,C87202,4,IRC,0,3,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.1,s_glandulosus,30,4,1954,37.25333333,-122.05,1000,244,NA
s,glandulosus,C87204,1,IRC,7,6,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.175,s_glandulosus,NA,5,1970,37.34166667,-121.6583333,500,914,1050
s,glandulosus,C87204,2,IRC,7,3,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.164,s_glandulosus,NA,5,1970,37.34166667,-121.6583333,500,914,1050
