species,specimen,long,lat,elev_m,collection_year,collection_month,collection_day,collection_date,collection_DOWY,sept_1_date,first_rain_date,first_rain_DOWY,season_length,first_14dry_date,first_14dry_DOWY,coll_rel_dry,mid_DOWY,early_ppt,late_ppt,GDD,number_of_small_events,total_ppt_mm_prism,total_rain_events,tmean_first_rain_to_coll,day_first_rain_to_coll
breweri,C61223,-122.9805,39.6694,1424,1983,7,5,1983-07-05,307,1982-09-01,1982-09-15,14,293,1983-05-10,251,56,160.5,1737.42,1478.54,542.5,10,3215.96,26,7.336734693877551,293
breweri,C61224,-123.0176,39.719,1571,1984,6,25,1984-06-25,298,1983-09-01,1983-10-29,58,240,1984-06-12,285,13,178,1558.49,453.49,358.40000000000003,12,2011.98,29,6.546473029045643,240
breweri,C61225,-122.9837,39.6748,1424,1983,7,15,1983-07-15,317,1982-09-01,1982-09-15,14,303,1983-05-10,251,66,165.5,1922.59,1293.3700000000001,579.1,10,3215.96,26,7.690789473684211,303
breweri,C61228,-121.5545,37.5142,859,1985,5,19,1985-05-19,260,1984-09-01,1984-10-17,46,214,1985-04-01,212,48,153,275.71,176.89,330.55,12,452.6,25,9.574418604651163,214
breweri,C61229,-121.5545,37.5142,859,1986,4,12,1986-04-12,223,1985-09-01,1985-10-21,50,173,1986-05-07,248,-25,136.5,198.28,529.97,145.15,5,728.25,16,9.563218390804598,173
breweri,C61236,-122.3774,39.0144,456,1985,5,25,1985-05-25,266,1984-09-01,1984-11-05,65,201,1985-04-01,212,54,165.5,317.37,98.78,739.65,13,416.15,23,9.846534653465346,201
breweri,C61237,-122.4871,39.0866,767,1985,5,25,1985-05-25,266,1984-09-01,1984-10-10,39,227,1985-04-01,212,54,152.5,456.21999999999997,209.09,618.85,14,665.3100000000001,28,9.078508771929824,227
breweri,C61264,-123.459,40.153,999,1985,6,15,1985-06-15,287,1984-09-01,1984-10-11,40,247,1985-04-01,212,75,163.5,1037.46,291.32,646.15,13,1328.78,26,7.713709677419355,247
cooperi,1027595,-114.4944,34.7156,247,2011,3,19,2011-03-19,199,2010-09-01,2010-12-17,107,92,2011-04-11,222,-23,153,30.81,18.15,325.1,2,48.96,4,13.886021505376345,92
cooperi,1058189,-117.9456,35.6157,1315,2014,3,23,2014-03-23,203,2013-09-01,2014-02-27,179,24,2014-04-03,214,-11,191,32.25,0,68.35,0,32.25,1,12.22,24
cooperi,1182874,-116.5022,34.144,1235,2011,4,23,2011-04-23,234,2010-09-01,2010-12-16,106,128,2011-04-08,219,15,170,147.54999999999998,83.94,333.15,6,231.48999999999998,10,9.631007751937984,128
cooperi,1213356,-118.019,34.5129,1016,1995,3,24,1995-03-24,204,1994-09-01,1995-01-04,125,79,1995-04-01,212,-8,164.5,180.13,95.18,229.45,3,275.31,8,9.75375,79
cooperi,1217758,-116.4709,34.1742,1228,2010,5,21,2010-05-21,262,2009-09-01,2010-01-18,139,123,2010-04-23,234,28,200.5,176.21,3.0700000000000003,449.4,7,179.28,10,10.160483870967742,123
cooperi,1401999,-116.3628,33.0881,857,2013,3,18,2013-03-18,198,2012-09-01,2013-07-21,323,-125,2013-04-01,212,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
cooperi,1402000,-116.3681,33.1306,572,2013,3,18,2013-03-18,198,2012-09-01,2013-07-21,323,-125,2013-04-01,212,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
cooperi,1458867,-117.9601,36.1079,1188,1988,4,22,1988-04-22,234,1987-09-01,1988-04-15,227,7,1988-04-01,213,21,230.5,31.630000000000003,3.9699999999999998,21.8,1,35.6,2,9.7,7
cooperi,1458869,-116.2775,34.266,843,1991,5,6,1991-05-06,247,1990-09-01,1991-02-28,180,67,1991-04-01,212,35,213.5,98.31,0,295.65,1,98.31,4,12.758823529411766,67
cooperi,1458870,-116.8301,34.3311,1798,1986,4,12,1986-04-12,223,1985-09-01,1985-11-11,71,152,1986-04-08,219,4,147,101.39,216.29,551.45,9,317.68,18,5.866666666666666,152
cooperi,1458872,-115.5125,35.4833,1236,1991,5,2,1991-05-02,243,1990-09-01,1991-01-03,124,119,1991-04-01,212,31,183.5,68.75999999999999,31.169999999999998,406.85,2,99.92999999999999,6,8.6825,119
cooperi,1458873,-117.6807,34.4641,1168,1986,3,31,1986-03-31,211,1985-09-01,1985-11-11,71,140,1986-04-08,219,-8,141,62.93,131.74,486.15000000000003,7,194.67,13,8.986524822695035,140
cooperi,1458875,-118.3049,37.4775,1828,1986,4,15,1986-04-15,226,1985-09-01,1986-02-13,165,61,1986-04-17,228,-2,195.5,98.42999999999999,20.24,268.2,4,118.7,7,5.814516129032258,61
cooperi,1470338,-116.2558,34.1207,835,1998,3,16,1998-03-16,196,1997-09-01,1997-09-25,24,172,1998-04-13,224,-28,110,83.8,87.3,778.15,8,171.1,15,11.786127167630058,172
cooperi,1474191,-116.5369,34.1103,1285,1995,4,30,1995-04-30,241,1994-09-01,1995-01-04,125,116,1995-04-01,212,29,183,229.92,69.92999999999999,346.3,4,299.85,11,10.266666666666666,116
cooperi,1474192,-116.6919,34.3386,1282,1995,4,23,1995-04-23,234,1994-09-01,1995-01-04,125,109,1995-04-01,212,22,179.5,175.41,74.81,404.15,5,250.22,10,9.59909090909091,109
cooperi,1474193,-116.8423,34.3428,1798,1995,5,31,1995-05-31,272,1994-09-01,1994-12-23,113,159,1995-04-01,212,60,192.5,474.4,51.86,608.2,5,526.26,14,6.429375,159
cooperi,1474194,-117.4044,34.788,820,1995,4,1,1995-04-01,212,1994-09-01,1995-01-10,131,81,1995-04-01,212,0,171.5,54.21,47.49,332.55,4,101.7,8,10.46829268292683,81
cooperi,1474195,-117.4176,34.5065,972,1995,3,26,1995-03-26,206,1994-09-01,1995-01-04,125,81,1995-04-01,212,-6,165.5,94.37,55.65,265.45,5,150.02,10,10.053658536585365,81
cooperi,1474196,-116.8426,35.1444,759,1995,4,1,1995-04-01,212,1994-09-01,1995-01-04,125,87,1995-04-01,212,0,168.5,64.59,16.55,257.7,5,81.14,8,11.517045454545455,87
cooperi,1474200,-118.11,35.2391,1202,1995,5,1,1995-05-01,242,1994-09-01,1995-01-03,124,118,1995-05-17,258,-16,183,214.20000000000002,114.4,164.95000000000002,6,328.6,12,9.295798319327732,118
cooperi,1480463,-116.7799,34.3484,1648,1997,4,24,1997-04-24,235,1996-09-01,1996-11-21,81,154,1997-04-04,215,20,158,158.52,7.16,482.85,5,165.68,11,7.981935483870967,154
cooperi,1537389,-116.456,34.149,1228,2003,4,5,2003-04-05,216,2002-09-01,2003-02-12,164,52,2003-04-01,212,4,190,48.15,34.44,190.75,1,82.58999999999999,4,10.31698113207547,52
cooperi,1599979,-117.6059,34.4147,1381,1995,5,1,1995-05-01,242,1994-09-01,1994-12-22,112,130,1995-04-01,212,30,177,368.37,136.64000000000001,408.5,5,505.01,12,7.861068702290076,130
cooperi,1600074,-117.6074,34.4082,1381,1995,4,5,1995-04-05,216,1994-09-01,1994-12-22,112,104,1995-04-01,212,4,164,308.81,192.68,301.45,4,501.49,11,7.287619047619048,104
cooperi,1604517,-117.9004,35.6736,1276,2003,3,20,2003-03-20,200,2002-09-01,2002-11-08,68,132,2003-05-06,247,-47,134,90.87,71.21000000000001,272.7,5,162.08,9,9.511278195488721,132
cooperi,1609675,-117.8129,34.4539,1179,2001,4,18,2001-04-18,229,2000-09-01,2001-01-09,130,99,2001-04-23,234,-5,179.5,144.69,46.379999999999995,367.35,9,191.07,13,7.72,99
cooperi,1610601,-115.4502,35.5574,897,2008,4,4,2008-04-04,216,2007-09-01,2007-12-01,91,125,2008-04-01,213,3,153.5,73.95,14.67,362.45,5,88.62,9,8.737301587301587,125
cooperi,1621992,-115.579,34.5461,218,2009,3,15,2009-03-15,195,2008-09-01,2008-12-15,105,90,2009-04-12,223,-28,150,28.669999999999998,21.36,368.35,3,50.03,5,12.69010989010989,90
cooperi,1632706,-115.4577,35.5548,897,2010,5,4,2010-05-04,245,2009-09-01,2010-01-18,139,106,2010-04-07,218,27,192,132.99,5.779999999999999,280.25,4,138.77,8,11.481308411214954,106
cooperi,1635931,-115.5066,34.9827,1360,2010,4,30,2010-04-30,241,2009-09-01,2010-01-18,139,102,2010-04-24,235,6,190,162.73,4.41,222.65,5,167.14000000000001,9,8.77864077669903,102
cooperi,1635985,-115.0158,35.1225,1028,2010,4,18,2010-04-18,229,2009-09-01,2010-01-18,139,90,2010-04-24,235,-6,184,113.58,16.46,186.05,4,130.04,7,10.116483516483516,90
cooperi,1636171,-115.701,35.7023,1187,2010,4,26,2010-04-26,237,2009-09-01,2010-01-18,139,98,2010-04-24,235,2,188,137.88,25.919999999999998,252.29999999999998,6,163.79999999999998,10,8.72020202020202,98
cooperi,1636844,-115.2617,35.436,1018,2010,4,27,2010-04-27,238,2009-09-01,2010-01-18,139,99,2010-04-24,235,3,188.5,140.96,7.630000000000001,285.25,6,148.59,9,10.153,99
cooperi,1637828,-117.8088,34.4464,1242,2009,4,2,2009-04-02,213,2008-09-01,2008-11-26,86,127,2009-04-01,212,1,149.5,59.53,95.01,565.1,8,154.54,12,7.63515625,127
cooperi,1637955,-118.0221,34.4875,1043,2009,4,24,2009-04-24,235,2008-09-01,2008-11-26,86,149,2009-04-09,220,15,160.5,111.74,48.27,659.15,9,160.01000000000002,13,9.011333333333333,149
cooperi,1643963,-115.6888,34.8505,1395,2011,4,2,2011-04-02,213,2010-09-01,2010-10-19,48,165,2011-04-08,219,-6,130.5,117.94999999999999,34.01,237.85,7,151.96,11,9.269879518072289,165
cooperi,1649519,-118.2232,37.1787,1371,2011,4,15,2011-04-15,226,2010-09-01,2010-12-18,108,118,2011-04-22,233,-7,167,106.56,38.14,517.85,10,144.7,12,5.890756302521009,118
cooperi,1653176,-115.548,35.5298,1434,2008,3,19,2008-03-19,200,2007-09-01,2007-09-21,20,180,2008-04-01,213,-13,110,108.53,51.01,481.1,5,159.54,10,7.533149171270718,180
cooperi,1653186,-118.1084,36.5976,1484,2011,4,17,2011-04-17,228,2010-09-01,2010-12-18,108,120,2011-04-11,222,6,168,165.17000000000002,50.93,341.25,8,216.1,12,7.516528925619835,120
cooperi,1660186,-115.5521,34.9165,1417,2011,5,2,2011-05-02,243,2010-09-01,2010-10-20,49,194,2011-04-11,222,21,146,151.68,30.13,387.8,8,181.81,13,9.457435897435897,194
cooperi,1682411,-117.9456,35.6157,1315,2014,3,23,2014-03-23,203,2013-09-01,2014-02-27,179,24,2014-04-03,214,-11,191,32.25,0,68.35,0,32.25,1,12.22,24
cooperi,1686325,-118.0287,34.5213,853,2011,4,1,2011-04-01,212,2010-09-01,2010-10-19,48,164,2011-04-24,235,-23,130,154.23000000000002,134.44,623.35,12,288.67,19,9.112121212121211,164
cooperi,1691165,-117.9202,35.9884,1026,2011,4,15,2011-04-15,226,2010-09-01,2010-12-18,108,118,2011-04-01,212,14,167,113.49,59.14,488.4,10,172.63,13,8.78655462184874,118
cooperi,1696401,-118.0247,34.5213,853,2014,4,10,2014-04-10,221,2013-09-01,2013-11-21,81,140,2014-04-03,214,7,151,36.050000000000004,53.29,661.7,7,89.34,9,10.492198581560285,140
cooperi,1696991,-117.7691,34.4337,1632,2014,4,30,2014-04-30,241,2013-09-01,2013-11-21,81,160,2014-04-04,215,26,161,51.59,116.76,480.45,11,168.35000000000002,13,8.637888198757764,160
cooperi,1701252,-116.8336,34.3365,1798,2011,5,20,2011-05-20,261,2010-09-01,2010-12-16,106,155,2011-04-11,222,39,183.5,404.61,56.95,523.65,11,461.56,15,6.0115384615384615,155
cooperi,172724,-115.096,35.2776,1393,1987,4,4,1987-04-04,215,1986-09-01,1986-09-24,23,192,1987-04-06,217,-2,119,145.78,72.11,524.15,9,221.45,17,8.054922279792747,192
cooperi,172727,-117.9612,36.2294,1194,2011,4,17,2011-04-17,228,2010-09-01,2010-12-18,108,120,2011-04-01,212,16,168,124.52,56.06,503,10,180.58,13,8.02892561983471,120
cooperi,172728,-117.3314,35.9278,749,1983,3,20,1983-03-20,200,1982-09-01,1983-02-24,176,24,1983-04-22,233,-33,188,97.48,0.03,39.949999999999996,1,97.51,2,12.144,24
cooperi,17757704,-117.7666,34.4416,1239,2014,4,30,2014-04-30,241,2013-09-01,2013-11-21,81,160,2014-04-03,214,27,161,43.84,52.1,723.55,8,95.94000000000001,10,10.185714285714285,160
cooperi,20026338,-117.457,35.1983,995,2001,5,18,2001-05-18,259,2000-09-01,2001-01-09,130,129,2001-04-23,234,25,194.5,119.05,11.65,389.65,8,130.7,12,11.771538461538462,129
cooperi,2151390,-117.9025,35.697,1215,2003,3,11,2003-03-11,191,2002-09-01,2002-11-08,68,123,2003-05-05,246,-55,129.5,81.49000000000001,53.589999999999996,253.05,8,135.08,11,9.692741935483872,123
cooperi,2262353,-117.4339,33.6142,706,2009,4,11,2009-04-11,222,2008-09-01,2008-11-26,86,136,2009-04-12,223,-1,154,160.81,113.78,293.9,11,274.59,16,13.046715328467153,136
cooperi,23362009,-117.8191,34.4563,1179,1982,4,20,1982-04-20,231,1981-09-01,1981-11-27,87,144,1982-04-14,225,6,159,78.92,148.83,504.4,6,227.75,12,7.910344827586207,144
cooperi,23362019,-118.2492,37.2098,1299,1986,4,8,1986-04-08,219,1985-09-01,1986-02-13,165,54,1986-04-11,222,-3,192,69.19,13.72,306.09999999999997,5,83.3,7,9.283636363636363,54
cooperi,23362020,-118.3054,37.478,1828,1986,4,15,1986-04-15,226,1985-09-01,1986-02-13,165,61,1986-04-17,228,-2,195.5,98.42999999999999,20.24,268.2,4,118.7,7,5.814516129032258,61
cooperi,23362022,-117.9191,36.9428,1461,1986,3,18,1986-03-18,198,1985-09-01,1986-02-12,164,34,1986-04-09,220,-22,181,48.44,19.86,74.95,3,68.3,5,6.825714285714286,34
cooperi,23362026,-115.6699,35.063,852,1993,3,23,1993-03-23,203,1992-09-01,1993-01-06,127,76,1993-04-01,212,-9,165,155.42,32.62,198.65,2,188.04,7,9.840259740259741,76
cooperi,23362027,-116.0016,34.136,636,1993,3,22,1993-03-22,202,1992-09-01,1993-01-06,127,75,1993-04-01,212,-10,164.5,115.66000000000001,15.95,236.1,3,131.61,7,11.985526315789473,75
cooperi,24648933,-116.8585,36.7189,1395,1983,4,22,1983-04-22,233,1982-09-01,1983-02-25,177,56,1983-05-02,243,-10,205,104.31,31.12,136.25,4,135.43,7,8.078947368421053,56
cooperi,2778151,-118.0114,37.4212,1883,1986,4,29,1986-04-29,240,1985-09-01,1986-02-13,165,75,1986-04-10,221,19,202.5,86.82000000000001,12.1,332.15,4,98.92,7,6.481578947368421,75
cooperi,2778242,-118.2463,37.2163,1299,1986,4,8,1986-04-08,219,1985-09-01,1986-02-13,165,54,1986-04-11,222,-3,192,69.19,13.72,306.09999999999997,5,83.3,7,9.283636363636363,54
cooperi,2778321,-118.3049,37.4775,1828,1986,4,15,1986-04-15,226,1985-09-01,1986-02-13,165,61,1986-04-17,228,-2,195.5,98.42999999999999,20.24,268.2,4,118.7,7,5.814516129032258,61
cooperi,2778504,-117.9191,36.9428,1461,1986,3,18,1986-03-18,198,1985-09-01,1986-02-12,164,34,1986-04-09,220,-22,181,48.44,19.86,74.95,3,68.3,5,6.825714285714286,34
cooperi,303044,-117.7559,35.6209,745,1991,5,17,1991-05-17,258,1990-09-01,1991-02-28,180,78,1991-04-01,212,46,219,101.98,0,351.25,2,101.98,5,13.462025316455696,78
cooperi,3507458,-116.8301,34.3311,1798,1986,4,12,1986-04-12,223,1985-09-01,1985-11-11,71,152,1986-04-08,219,4,147,101.39,216.29,551.45,9,317.68,18,5.866666666666666,152
cooperi,3507580,-116.2557,34.1276,835,2004,3,14,2004-03-14,195,2003-09-01,2003-11-12,72,123,2004-04-19,231,-36,133.5,42.92,45.21,477.15000000000003,6,88.13,9,9.373387096774193,123
cooperi,3507640,-115.1071,35.2868,1357,1987,4,4,1987-04-04,215,1986-09-01,1986-09-24,23,192,1987-04-06,217,-2,119,133.4,65.72,560.05,10,202.24,17,8.19222797927461,192
cooperi,3805619,-117.7664,34.4424,1239,2014,4,30,2014-04-30,241,2013-09-01,2013-11-21,81,160,2014-04-03,214,27,161,43.84,52.1,723.55,8,95.94000000000001,10,10.185714285714285,160
cooperi,466683,-116.3806,33.0321,996,2005,2,27,2005-02-27,179,2004-09-01,2004-10-17,46,133,2005-05-08,249,-70,112.5,172.23,360.02,210.70000000000002,2,532.25,11,9.822388059701492,133
cooperi,466704,-116.4164,33.1164,595,2005,2,20,2005-02-20,172,2004-09-01,2004-10-18,47,125,2005-05-08,249,-77,109.5,117.76,214.54999999999998,378.2,3,397.61,11,11.601587301587301,125
cooperi,466766,-116.2842,34.1331,899,2005,3,9,2005-03-09,189,2004-09-01,2004-10-17,46,143,2005-04-01,212,-23,117.5,104.77,250.38,447.95,4,355.15,12,9.5625,143
cooperi,466783,-116.3559,33.0178,813,2008,4,13,2008-04-13,225,2007-09-01,2008-01-27,148,77,2008-04-01,213,12,186.5,86.73,2.55,353.4,2,89.28,6,11.775641025641026,77
cooperi,466822,-116.456,34.149,1228,2003,4,5,2003-04-05,216,2002-09-01,2003-02-12,164,52,2003-04-01,212,4,190,48.15,34.44,190.75,1,82.58999999999999,4,10.31698113207547,52
cooperi,466831,-114.9672,34.4825,437,2013,3,11,2013-03-11,191,2012-09-01,2012-12-14,104,87,2013-04-01,212,-21,147.5,46.77,14.93,305.4,4,61.7,6,10.957954545454546,87
cooperi,466848,-116.2449,33.0832,779,2010,3,14,2010-03-14,194,2009-09-01,2010-01-19,140,54,2010-04-30,241,-47,167,133.97,21.76,106.8,5,155.73,8,9.601818181818182,54
cooperi,466866,-116.3019,32.9431,417,2011,3,5,2011-03-05,185,2010-09-01,2010-10-18,47,138,2011-04-01,212,-27,116,89.47999999999999,56.37,541.7,4,145.85,7,13.522302158273382,138
cooperi,466872,-116.3343,33.0971,799,2011,3,13,2011-03-13,193,2010-09-01,2010-10-18,47,146,2011-04-10,221,-28,120,133.25,82.08,374.2,12,215.33,16,11.731972789115646,146
cooperi,5518804,-116.5624,34.5381,883,2014,3,26,2014-03-26,206,2013-09-01,2014-02-28,180,26,2014-04-01,212,-6,193,25.15,0,127.25,0,25.15,1,14.762962962962963,26
cooperi,655776,-116.5018,34.1289,1235,2016,3,13,2016-03-13,194,2015-09-01,2016-01-06,127,67,2016-04-27,239,-45,160.5,53.190000000000005,2.9,170.7,5,56.09,6,10.848529411764705,67
cooperi,680311,-115.8331,35.7778,1269,2014,3,27,2014-03-27,207,2013-09-01,2013-11-22,82,125,2014-04-04,215,-8,144.5,40.82,13.600000000000001,362.8,4,54.42,6,9.406349206349207,125
cooperi,719469,-118.023,35.6163,1928,2014,3,15,2014-03-15,195,2013-09-01,2014-02-27,179,16,2014-04-04,215,-20,187,40.94,0,44.6,0,40.94,1,6.847058823529411,16
cooperi,8598668,-115.096,35.2776,1393,1987,4,4,1987-04-04,215,1986-09-01,1986-09-24,23,192,1987-04-06,217,-2,119,145.78,72.11,524.15,9,221.45,17,8.054922279792747,192
cooperi,8598671,-117.9612,36.2294,1194,2011,4,17,2011-04-17,228,2010-09-01,2010-12-18,108,120,2011-04-01,212,16,168,124.52,56.06,503,10,180.58,13,8.02892561983471,120
cooperi,8598672,-117.3314,35.9278,749,1983,3,20,1983-03-20,200,1982-09-01,1983-02-24,176,24,1983-04-22,233,-33,188,97.48,0.03,39.949999999999996,1,97.51,2,12.144,24
cooperi,902872,-117.7663,34.4418,1239,2014,4,30,2014-04-30,241,2013-09-01,2013-11-21,81,160,2014-04-03,214,27,161,43.84,52.1,723.55,8,95.94000000000001,10,10.185714285714285,160
cooperi,916575,-117.6116,36.443600000000004,1645,2014,4,23,2014-04-23,234,2013-09-01,2014-02-27,179,55,2014-04-03,214,20,206.5,31.86,2.62,214.29999999999998,3,34.48,4,10.839285714285714,55
cooperi,935975,-115.4577,35.1494,1373,2013,4,25,2013-04-25,236,2012-09-01,2012-12-14,104,132,2013-04-10,221,15,170,54.309999999999995,8.45,352.6,5,62.76,7,8.24812030075188,132
cooperi,936041,-116.7832,34.318600000000004,1648,2015,4,15,2015-04-15,226,2014-09-01,2014-12-03,93,133,2015-04-09,220,6,159.5,97.7,24.65,387.4,7,122.35,11,9.004477611940299,133
cooperi,966055,-114.8303,34.8436,690,2013,3,20,2013-03-20,200,2012-09-01,2012-12-14,104,96,2013-04-01,212,-12,152,48.79,10.86,223.4,4,59.65,6,10.772164948453607,96
cooperi,996945,-115.0521,34.5159,586,2013,3,11,2013-03-11,191,2012-09-01,2012-12-14,104,87,2013-04-01,212,-21,147.5,44.99,14.47,207.9,4,59.46,6,10.5125,87
coulteri,1024139,-118.8238,36.1043,393,2008,3,10,2008-03-10,191,2007-09-01,2007-12-07,97,94,2008-04-01,213,-22,144,149,143.4,278.1,4,292.4,10,8.262105263157896,94
coulteri,1028337,-118.5468,35.0144,1512,2014,5,21,2014-05-21,262,2013-09-01,2013-11-21,81,181,2014-04-07,218,44,171.5,45.42,190.41,539.3,10,235.82999999999998,14,8.8412087912087909,181
coulteri,1108455,-118.0292,35.618,1928,2014,3,15,2014-03-15,195,2013-09-01,2014-02-27,179,16,2014-04-04,215,-20,187,40.94,0,44.6,0,40.94,1,6.847058823529411,16
coulteri,1132190,-118.6213,34.9068,1581,2014,4,13,2014-04-13,224,2013-09-01,2014-02-27,179,45,2014-04-07,218,6,201.5,118.53,33.69,123.15,2,152.22,4,9.193478260869565,45
coulteri,1334248,-118.98,35.5681,328,2008,4,10,2008-04-10,222,2007-09-01,2008-02-02,154,68,2008-04-04,216,6,188,51.84,2.37,282.2,2,54.21,4,11.585507246376812,68
coulteri,1367099,-119.613,35.3268,254,1992,4,19,1992-04-19,231,1991-09-01,1992-01-03,124,107,1992-04-02,214,17,177.5,104.25,39.23,239.25,3,143.48000000000002,7,12.026851851851852,107
coulteri,1367103,-118.8439,34.8578,1215,2005,3,18,2005-03-18,198,2004-09-01,2004-10-16,45,153,2005-04-10,221,-23,121.5,233.35,410.71,228.15,10,646.79,16,7.220779220779221,153
coulteri,1384302,-118.8899,34.8762,1174,2013,5,15,2013-05-15,256,2012-09-01,2013-03-07,187,69,2013-04-18,229,27,221.5,56.02,13.25,245.15,6,69.27,7,13.765714285714285,69
coulteri,1401880,-118.5878,35.3111,726,2010,3,25,2010-03-25,205,2009-09-01,2009-12-11,101,104,2010-05-29,270,-65,153,132.41,129.89,274.1,4,262.3,15,8.765714285714285,104
coulteri,1401918,-119.4325,34.8783,1153,2010,5,2,2010-05-02,243,2009-09-01,2009-10-13,42,201,2010-04-24,235,8,142.5,148.95,142.65,968.35,13,291.6,21,8.093564356435644,201
coulteri,1402006,-118.5853,35.3142,895,2013,3,22,2013-03-22,202,2012-09-01,2012-12-23,113,89,2013-04-10,221,-19,157.5,47.62,41.44,261.5,5,89.06,8,7.793333333333333,89
coulteri,1404792,-118.6812,35.0037,1133,2014,3,20,2014-03-20,200,2013-09-01,2013-11-21,81,119,2014-04-07,218,-18,140.5,31.77,112.33,314.1,7,144.1,9,8.894166666666667,119
coulteri,1405383,-118.5545,34.9451,1545,2014,4,5,2014-04-05,216,2013-09-01,2014-02-27,179,37,2014-04-07,218,-2,197.5,103.29,41.5,96.85,2,145.41,4,8,37
coulteri,1405736,-118.6571,34.9105,1615,2014,5,20,2014-05-20,261,2013-09-01,2014-02-27,179,82,2014-04-07,218,43,220,131.34,19.86,253.65,3,151.2,6,10.927710843373495,82
coulteri,1458878,-118.7818,35.4379,591,1983,4,10,1983-04-10,221,1982-09-01,1982-09-24,23,198,1983-05-07,248,-27,122,153.66,295.14,579,8,448.8,22,10.846231155778895,198
coulteri,1458879,-118.9972,34.8381,1863,1982,6,12,1982-06-12,284,1981-09-01,1981-11-27,87,197,1982-04-14,225,59,185.5,113.44,153.74,559.15,8,267.18,15,6.697474747474748,197
coulteri,1458880,-118.7213,35.6082,997,1982,3,8,1982-03-08,188,1981-09-01,1981-10-28,57,131,1982-04-28,239,-51,122.5,151.32,176.35999999999999,431.5,10,327.68,19,7.803787878787879,131
coulteri,1458881,-118.8713,34.8024,1305,1988,4,3,1988-04-03,215,1987-09-01,1987-10-27,56,159,1988-05-18,260,-45,135.5,172.45,147.35,428.15,8,319.8,15,6.11625,159
coulteri,1474201,-118.2035,35.1613,1568,1995,5,1,1995-05-01,242,1994-09-01,1994-12-25,115,127,1995-05-17,258,-16,178.5,280.98,148.08,210.2,6,429.06,13,7.0265625,127
coulteri,1474202,-118.6971,34.7099,1150,1996,4,25,1996-04-25,237,1995-09-01,1996-01-31,152,85,1996-04-20,232,5,194.5,118.55,25.79,158.6,7,144.34,10,10.79186046511628,85
coulteri,1474203,-118.7223,34.7381,1174,1997,3,14,1997-03-14,194,1996-09-01,1996-10-30,59,135,1997-04-01,212,-18,126.5,176.88,54.69,165.15,5,231.57,13,7.9242647058823525,135
coulteri,1474204,-118.7188,34.7113,1150,1995,4,7,1995-04-07,218,1994-09-01,1995-01-04,125,93,1995-04-21,232,-14,171.5,461.74,145.41,123.35,2,607.15,8,9.11276595744681,93
coulteri,1485434,-118.1251,35.1907,1145,2000,4,16,2000-04-16,228,1999-09-01,2000-02-21,173,55,2000-04-01,213,15,200.5,87.87,0,150.25,2,87.86999999999999,4,11.15,55
coulteri,1610903,-118.6068,34.7618,1099,2008,4,22,2008-04-22,234,2007-09-01,2008-01-04,125,109,2008-04-04,216,18,179.5,273.44,4.04,277.5,3,277.48,7,8.204545454545455,109
coulteri,1611837,-118.6166,34.7674,1099,2008,4,10,2008-04-10,222,2007-09-01,2008-01-04,125,97,2008-04-04,216,6,173.5,256.51,20.97,219.6,3,277.48,7,7.7,97
coulteri,1632039,-118.8351,34.8164,1172,2010,4,20,2010-04-20,231,2009-09-01,2010-01-18,139,92,2010-05-29,270,-39,185,144.55,58.39,249.1,7,202.94,13,6.935483870967742,92
coulteri,1632118,-118.7863,35.1647,188,2010,4,6,2010-04-06,217,2009-09-01,2010-01-18,139,78,2010-05-29,270,-53,178,76.97,51.61,201.60000000000002,7,128.58,12,11.582278481012658,78
coulteri,1639382,-119.3758,34.906,1147,2009,4,21,2009-04-21,232,2008-09-01,2008-11-26,86,146,2009-04-12,223,9,159,121.83,93.29,456.9,7,215.12,13,7.914965986394558,146
coulteri,1667890,-118.3378,35.053,1215,2014,3,29,2014-03-29,209,2013-09-01,2014-02-27,179,30,2014-04-07,218,-9,194,46.25,4.3,89.5,1,50.55,2,10.406451612903226,30
coulteri,1671299,-118.6044,34.8914,1149,2009,4,21,2009-04-21,232,2008-09-01,2008-11-26,86,146,2009-04-12,223,9,159,123.88,104,398.5,8,227.88,15,7.454421768707483,146
coulteri,1680335,-118.2901,35.295,1480,2012,5,4,2012-05-04,246,2011-09-01,2011-10-06,35,211,2012-04-27,239,7,140.5,48.97,123.42999999999999,524,14,172.4,18,8.670283018867925,211
coulteri,1681176,-118.6692,34.8664,1176,2009,4,20,2009-04-20,231,2008-09-01,2008-11-26,86,145,2009-04-12,223,8,158.5,122.98,96.91,361.9,8,219.89000000000001,15,7.226027397260274,145
coulteri,1682921,-118.7645,34.7805,1054,2015,4,10,2015-04-10,221,2014-09-01,2014-12-03,93,128,2015-04-09,220,1,157,137.99,19.52,369.65,8,157.51,12,11.04108527131783,128
coulteri,1686846,-118.5611,35.1359,1370,2016,4,13,2016-04-13,225,2015-09-01,2015-11-02,62,163,2016-05-19,261,-36,143.5,212.86,124.89,437.4,7,337.75,20,6.330487804878048,163
coulteri,1687283,-118.3792,35.1077,1237,2016,4,27,2016-04-27,239,2015-09-01,2016-01-05,126,113,2016-05-19,261,-22,182.5,96.02,76.42999999999999,365.6,7,172.45,13,7.853508771929825,113
